segment_id,user_id,file_name,mode,n_points,duration_s,distance_m,avg_speed_mps,max_speed_mps,std_speed_mps,p50_speed_mps,p90_speed_mps,avg_acc_mps2,std_acc_mps2,max_acc_mps2,min_acc_mps2,avg_turn_deg,std_turn_deg,stop_ratio,high_speed_ratio,mid_speed_ratio
36,10,20080618121033.plt,walk,248,359,566.8815654,1.69260113,7.724167956,0.814487936,1.55265732,2.507767866,0.065969362,0.896826378,5.986415497,-2.22927898,14.63733398,12.18869064,0.008064516,0,0.209677419
37,10,20080618121033.plt,bus,799,1076,6656.429976,7.409703608,15.15265347,3.421332913,7.932515949,11.34469147,0.027384062,1.129091214,6.875030169,-5.710672997,9.382882461,18.20828367,0.047559449,0.247809762,0.40175219
38,10,20080618121033.plt,walk,259,333,536.981286,1.698076573,4.407567943,0.570335809,1.654673326,2.265569913,0.03705912,0.564812339,2.8600643,-2.273720151,12.39881932,10.28949835,0.015444015,0,0.239382239
39,10,20080619100408.plt,walk,1563,1880,2385.744119,1.3107083,3.370248729,0.388531274,1.302773572,1.784554953,0.006339383,0.457990544,2.363632481,-2.067293668,15.6807904,13.73139794,0.01087652,0,0.040946897
40,10,20080619160000.plt,walk,353,393,491.2354892,1.249529526,3.514018835,0.355987538,1.223144193,1.647132074,0.001628957,0.407353376,2.168141123,-1.390551366,16.63732992,13.96513425,0.005665722,0,0.025495751
41,10,20080619160000.plt,walk,257,328,415.4996877,1.387747407,5.576236791,0.65861419,1.337124863,2.051841769,0.033534992,0.694324216,2.781091211,-3.009694931,17.80130965,15.74504988,0.042801556,0,0.124513619
42,10,20080619160000.plt,car,422,598,3625.184819,7.598766023,25.08524296,3.977942837,7.324733902,13.52615549,0.032442069,1.446752594,18.50742914,-8.712368411,6.926192396,13.64678106,0.049763033,0.263033175,0.471563981
43,10,20080628071359.plt,car,812,1155,8420.844155,9.11446922,19.6634466,4.376974383,9.108012505,14.95975089,0.013271473,1.123811231,11.88271124,-5.9448557,6.632204855,14.93021802,0.034482759,0.43226601,0.330049261
44,10,20080628071359.plt,walk,116,152,230.1482668,1.667784604,3.891822433,0.787749317,1.593965517,2.900024862,0.031831481,0.632411167,2.078639236,-1.590185033,21.71759907,23.95508685,0.060344828,0,0.267241379
45,10,20080628071359.plt,car,463,636,3663.631475,7.046274264,16.22285117,3.97653786,7.397609686,12.38318225,0.013333615,0.855970038,3.30137624,-3.644308439,8.983573036,14.88341884,0.05399568,0.250539957,0.412526998
46,10,20080628160827.plt,walk,306,450,629.972246,1.578864957,7.601484409,0.989516032,1.323705176,2.688205794,0.05342819,1.174455417,6.816537983,-6.426360162,22.28287381,18.94912446,0.04248366,0,0.235294118
47,10,20080628160827.plt,car,445,493,6077.808107,12.30370523,23.5292995,4.548824802,12.64470035,18.33187711,0.002293231,1.274971811,9.359875999,-8.95089495,5.089857687,7.346464482,0.002247191,0.71011236,0.173033708
48,10,20080801023537.plt,walk,417,578,784.1416179,1.582872077,9.018185574,0.957556447,1.4241856,2.555714761,0.02739679,1.099506272,6.037386953,-8.087000181,24.94142426,20.85730287,0.064748201,0,0.230215827
49,10,20080801023537.plt,walk,274,425,715.3898414,2.176350324,11.45586079,1.415077813,1.91252678,3.531665561,0.053957896,1.380635677,10.80579278,-8.309281777,18.54978231,23.19242344,0.032846715,0.00729927,0.430656934
50,10,20080801023537.plt,bus,2527,2958,38905.42949,13.66810417,25.87017989,8.012169841,13.94650845,23.8517942,0.005057398,0.694678296,6.542468524,-4.896191953,6.837284061,18.46532491,0.03601108,0.625247329,0.162247725
51,10,20080801023537.plt,walk,369,758,756.5548014,1.724782494,8.677583336,1.21174597,1.479554174,3.112685343,0.053444311,1.071512671,7.452451925,-4.56337105,20.59533402,25.32405447,0.073170732,0,0.262872629
52,10,20080801023537.plt,walk,125,308,157.8774511,0.903445156,4.122062267,0.80993944,0.650610025,1.88585338,0.037369722,0.683764442,2.75736346,-2.890748824,26.10595895,31.97708583,0.368,0,0.088
53,10,20080801023537.plt,walk,128,268,345.0812081,2.168178048,4.626144905,1.183259233,1.844918292,3.89341907,0.054608162,0.766112493,2.570833908,-2.234513444,16.2366611,15.28020977,0.046875,0,0.4609375
54,10,20080915231738.plt,bus,395,504,3129.281754,6.986508159,15.16441421,3.62221993,6.780203095,11.73341679,0.023411078,1.158859395,5.82096239,-5.802876183,9.099849283,17.58866921,0.015189873,0.260759494,0.486075949
55,10,20080915231738.plt,walk,246,272,395.6641399,1.434300469,5.0488556,0.707699524,1.368456888,2.248064613,0.00819481,0.816647861,3.739926388,-4.013484502,33.632263,34.39815267,0.077235772,0,0.162601626
56,10,20080915231738.plt,bus,720,1087,5410.260574,5.691278931,61.1027849,4.345748884,5.792185054,10.57701372,0.031437337,2.922561845,46.21426314,-49.48293379,18.16015899,32.1317704,0.133333333,0.143055556,0.455555556
57,10,20080915231738.plt,walk,139,230,254.5402052,1.38795778,2.754560159,0.564061792,1.401489217,2.047448405,0.016313578,0.618882331,2.122260196,-2.103157633,25.53899184,19.11020936,0.057553957,0,0.143884892
58,10,20080915231738.plt,walk,60,120,142.8413538,1.728572172,4.941926139,1.017804024,1.534795574,2.814199264,0.025983565,1.040004041,2.680760863,-3.093909951,16.70049573,16.87937785,0.066666667,0,0.416666667
59,10,20080915231738.plt,walk,203,224,403.3107508,1.82269843,6.292201701,1.121254945,1.486168481,3.303037971,0.016690845,1.31643361,4.46996035,-5.052997219,36.45936624,32.96056237,0.039408867,0,0.320197044
60,10,20080916114237.plt,walk,221,245,473.7805786,1.941035164,8.334267466,1.411602572,1.566025271,3.45322853,0.021679945,1.318052018,6.328063469,-5.028516789,38.52334061,36.89500628,0.054298643,0,0.316742081
61,10,20080916114237.plt,walk,67,134,126.7402932,1.500035727,4.819104239,0.908053333,1.368618716,2.200735569,0.026129827,0.956999433,4.327217111,-2.648041684,30.38359193,26.45965877,0.074626866,0,0.179104478
62,10,20080916114237.plt,car,430,568,5045.962708,10.49099768,24.69471202,6.565163387,10.25059697,19.02562431,0.037611294,1.148048221,9.140528546,-3.748363631,11.89802694,28.76747471,0.104651163,0.520930233,0.209302326
63,10,20080916114237.plt,walk,56,61,127.9476021,2.045960793,4.639858594,0.94732792,1.940706146,3.629358488,0.008173946,0.878049104,4.026179146,-2.108128474,7.917291679,9.08164951,0.017857143,0,0.482142857
64,10,20080916114237.plt,walk,129,143,198.1821221,1.384949368,3.201007007,0.547847485,1.304705302,2.035332071,0.011829069,0.659862505,2.237728257,-1.559537337,24.70495245,21.36176192,0.046511628,0,0.124031008
65,10,20080916114237.plt,car,142,157,1223.790049,7.599805279,32.62808459,5.012545263,7.994111656,11.86802784,0.065715199,2.641009969,18.46534093,-14.96461483,19.29439631,30.17826244,0.183098592,0.274647887,0.316901408
66,10,20080916221234.plt,car,58,64,875.9910011,13.5465878,20.37650638,4.55098327,14.71299339,17.9776971,-0.081592138,1.533537084,4.733359954,-3.941808415,5.335136177,9.716141938,0.017241379,0.75862069,0.051724138
67,10,20080916221234.plt,walk,70,76,161.555768,2.147201129,10.05842597,1.684841424,1.777101244,3.803887542,0.209174422,1.758075644,7.860609054,-4.546830284,33.02598864,39.12374568,0.028571429,0.014285714,0.414285714
68,10,20080916221234.plt,car,1976,2567,19527.89974,8.811347583,21.33286615,6.213471688,8.410914617,17.04321353,0.006845906,0.828332545,7.84118217,-8.432049474,11.62791424,29.31421732,0.130566802,0.443825911,0.263157895
69,10,20080917101511.plt,bus,968,1609,8188.097461,7.331388356,36.28964862,5.071911859,7.84655804,13.59229609,0.019328948,2.069384479,32.28616162,-26.73425879,20.23215852,34.48512517,0.154958678,0.380165289,0.296487603
70,10,20080917101511.plt,walk,95,104,132.9437729,1.246146377,5.532730641,0.814115849,1.141050561,2.088773101,-0.001476325,0.863672849,3.926922941,-3.855284947,35.96309852,38.27073255,0.094736842,0,0.126315789
71,10,20080917101511.plt,car,94,104,908.9159956,8.681337982,19.38124255,4.400466535,8.275704972,14.09510343,-0.003854367,1.107144549,4.208363712,-3.246154119,7.302836132,10.45731245,0.010638298,0.414893617,0.425531915
72,10,20080917225654.plt,bus,207,298,1908.601758,8.21724401,20.73526443,4.132823453,8.930907778,12.85296391,0.088430703,1.989718347,12.76562334,-9.163440463,10.47686869,19.54560321,0.048309179,0.391304348,0.338164251
73,10,20080917225654.plt,walk,264,293,468.9064931,1.613808492,5.372935083,0.869132054,1.455594769,2.814472842,0.017266161,1.063476008,4.850948176,-3.530921426,32.81778647,32.64590733,0.041666667,0,0.268939394
74,10,20080917225654.plt,car,497,926,4091.11799,7.145439242,19.48602998,6.03133454,7.107219846,16.13242866,0.060239531,1.488898896,13.38964957,-6.296942476,17.72893444,37.14913532,0.247484909,0.348088531,0.205231388
75,10,20080917225654.plt,walk,98,107,136.1370451,1.259094284,5.623044685,0.880386671,1.217515423,2.08782522,0.010416561,0.96773524,5.344155355,-3.969217844,23.20576618,26.15565744,0.234693878,0,0.132653061
76,10,20080917225654.plt,walk,217,240,414.3672675,1.743409003,9.079512948,1.037231209,1.537466694,2.707515361,0.031927349,1.062640518,3.637315124,-3.966933324,40.07861576,35.74979935,0.046082949,0,0.285714286
77,10,20080918104339.plt,walk,69,75,114.5844707,1.500999265,2.863984912,0.566525258,1.417549832,2.233723514,0.010590221,0.640985013,1.459697051,-1.603759511,36.92581323,27.78375095,0.028985507,0,0.173913043
78,10,20080918104339.plt,walk,141,155,239.7195562,1.51189006,5.893331112,0.85717555,1.325921243,2.525048795,-0.0067103,1.042926782,3.300523313,-3.60708834,24.51249355,28.56061679,0.056737589,0,0.226950355
79,10,20080918104339.plt,bus,423,745,2782.372686,5.731923995,22.82046139,3.843354892,5.52881322,10.77479682,0.021060212,2.328496752,12.68767576,-16.02800737,14.36329347,23.46052441,0.089834515,0.137115839,0.522458629
80,10,20080918104339.plt,bus,481,587,4117.24528,7.581450758,17.54085399,3.191576922,8.109167164,10.69061989,0.017885511,0.938320072,6.521596322,-3.960952017,8.45654447,15.57193824,0.037422037,0.20997921,0.405405405
81,10,20080918104339.plt,walk,213,301,351.0743789,1.364866712,7.194849819,0.856261108,1.229761187,2.324952637,0.01416235,0.760944314,5.573165364,-2.753716819,24.67523291,32.74601734,0.126760563,0,0.225352113
82,10,20080919000927.plt,bus,802,891,4560.168186,5.121320835,13.48270574,2.319647536,5.349099726,7.792602929,0.008179917,1.23317373,6.877189388,-5.944614517,10.33844131,17.22002405,0.05361596,0.021197007,0.820448878
83,10,20080919000927.plt,car,1587,2127,18410.29267,10.36175233,22.58285775,6.113348971,10.90010005,18.25007904,0.013426779,0.966183626,11.82636176,-5.608360935,11.12392942,30.16384069,0.11279143,0.551984877,0.192186515
84,10,20080919104235.plt,walk,142,160,336.7883221,2.085784582,5.890963535,0.783009052,2.034542962,2.865360701,-0.005612639,0.936221412,3.181320223,-3.764754805,36.53786515,32.66249345,0.007042254,0,0.514084507
85,10,20080919104235.plt,walk,72,82,126.6424473,1.589182014,4.737767242,0.875352561,1.531661191,2.580033835,0.062795208,0.963330918,3.918457841,-2.156955708,33.58532005,37.49399946,0.069444444,0,0.222222222
86,10,20080919104235.plt,walk,79,87,136.3818338,1.533090711,9.366045584,1.352571265,1.115216676,2.832291783,0.051867337,1.61120896,6.866785087,-6.210981302,24.52067236,28.49977796,0.037974684,0,0.164556962
87,10,20080919104235.plt,bus,580,813,3327.604626,5.059811973,22.37616199,4.14183034,4.408772314,10.67759147,0.012298677,1.651407152,9.359365417,-10.23185973,22.87556883,42.25559515,0.179310345,0.144827586,0.427586207
88,10,20080919104235.plt,bus,524,688,4138.782507,6.952086603,12.67079958,3.040690796,7.565638316,10.3449107,0.017655787,0.878171112,5.482981108,-7.706447295,7.684193175,12.10685286,0.034351145,0.152671756,0.45610687
89,10,20080919104235.plt,walk,55,60,112.4808662,1.820065975,5.925111631,1.083528778,1.598689159,3.043113197,-0.015321759,1.135836961,3.078932847,-3.878611679,24.84674189,22.09743494,0.036363636,0,0.309090909
90,10,20080919104235.plt,walk,130,143,288.9558396,1.991489021,7.610283146,1.364675988,1.567256789,3.518456618,-0.00503192,1.504958729,4.110377064,-6.29762247,28.48149577,36.23178816,0.053846154,0,0.338461538
91,10,20080921224934.plt,car,1174,2095,4250.828895,3.05641791,17.23711464,4.215051365,0.79441272,9.663699726,0.017373523,1.056752424,9.577906609,-6.486150094,24.20620756,45.92298202,0.462521295,0.092844974,0.270868825
92,10,20080922111517.plt,car,474,687,4996.993128,9.394718024,16.46768356,5.023766957,10.5657582,15.15123543,0.024994313,0.78134172,5.534279808,-3.03912552,11.95469825,32.47813905,0.128691983,0.571729958,0.183544304
93,10,20080922111517.plt,walk,138,152,251.8479617,1.656618475,12.27627433,1.178235611,1.468316996,2.030545254,0.016654733,1.368390022,12.27627433,-5.530698391,22.70916695,21.32180834,0.007246377,0.007246377,0.108695652
94,10,20080922111517.plt,walk,606,672,1006.582663,1.490468548,7.11135851,0.692427033,1.408124833,2.142867554,0.004086293,0.741940646,6.646102831,-3.788170454,24.60785446,22.70128515,0.034653465,0,0.130363036
95,10,20080922234926.plt,car,1064,2095,4128.433737,3.291213526,18.23776507,4.408856241,1.537732936,10.57478406,0.023867041,0.775426415,8.066089709,-3.37251053,20.29925036,42.49544739,0.427631579,0.109962406,0.321428571
96,10,20080922234926.plt,walk,189,208,350.0899665,1.665660485,3.29719732,0.494157225,1.644164779,2.270385303,0.00587169,0.605386106,2.274191927,-1.687769137,31.82627102,24.70242794,0.005291005,0,0.206349206
97,10,20080923121817.plt,car,476,690,5095.304386,9.518332846,31.33039752,4.18091944,9.923612901,14.52731436,0.0038661,1.799673096,20.96677385,-20.09338977,6.529903328,12.88431459,0.014705882,0.495798319,0.31302521
98,10,20080923121817.plt,walk,83,91,168.296864,1.879456121,16.54485653,1.968798696,1.515402708,2.281982096,0.021914504,2.184751372,16.54485653,-9.052987756,14.40511609,13.14564398,0.012048193,0.012048193,0.168674699
99,10,20080923121817.plt,bus,200,275,2195.391613,9.716825948,19.90317146,4.093017468,10.10710524,14.06193017,0.030037848,2.109408971,13.79161824,-10.66960551,7.075832466,8.303370532,0.01,0.505,0.325
100,10,20080923231456.plt,car,82,101,960.7910313,9.929417808,18.73096531,3.683751639,10.17590491,13.96076832,0.145503049,2.215934422,8.77660362,-8.397058881,7.138319903,9.691943796,0.012195122,0.512195122,0.280487805
101,10,20080923231456.plt,car,170,353,291.5579241,1.393555834,13.27613021,2.339567241,0.222389854,3.888027822,0.026913403,1.106282698,8.346604568,-3.911834336,31.25282791,51.79463837,0.576470588,0.011764706,0.194117647
102,10,20080923231456.plt,car,1656,2732,4000.369475,2.013845455,17.56041478,3.166250278,0.33358478,6.896197343,0.010472224,1.059856542,14.77923287,-9.430643921,26.56772323,46.50480512,0.539855072,0.043478261,0.219806763
103,10,20080923231456.plt,walk,198,219,390.4345458,1.785846883,6.611103472,0.926824164,1.652637558,2.745050702,0.003572627,1.0609172,5.314034268,-3.673384915,30.71194317,34.08754841,0.025252525,0,0.318181818
104,10,20080924113459.plt,car,157,292,1496.427065,8.41750041,24.35326666,6.000473755,7.21281693,16.8379267,0.048783557,1.42795865,9.268418668,-4.187727327,8.647416577,13.25846327,0.133757962,0.363057325,0.414012739
105,10,20080924113459.plt,walk,111,122,210.7092913,1.749470253,4.513428289,0.883201267,1.623330484,2.859096087,0.031676279,1.122481617,3.09296163,-3.10983264,34.54656111,30.64924849,0.018018018,0,0.351351351
106,10,20080924113459.plt,walk,69,75,116.4634406,1.566078677,3.677491591,0.747075726,1.57054192,2.240792301,0.059423268,0.815357442,3.112255702,-1.772429269,49.71502889,43.94121241,0.072463768,0,0.31884058
107,10,20080924113459.plt,car,523,822,5158.596106,8.7573649,19.14280228,4.751072784,9.857835585,14.10102208,0.021656718,1.183957955,7.736972542,-7.891024608,10.91568843,30.08672178,0.114722753,0.491395793,0.227533461
108,10,20080924113459.plt,car,140,156,1515.693856,9.635162031,20.33330725,4.70379893,9.438493777,15.75153328,0.027302493,2.256258216,11.05371813,-13.8645005,14.14335203,22.8282885,0.007142857,0.457142857,0.328571429
109,10,20080924231334.plt,car,183,311,1426.174416,6.742709221,15.32046324,3.786889293,6.302464873,12.66214919,0.038641926,1.024740732,3.109158814,-4.398542287,8.599136017,17.52806772,0.032786885,0.207650273,0.590163934
110,10,20080924231334.plt,car,846,1535,4024.329147,4.100184396,17.57895106,4.944333712,1.944980647,12.55880611,0.011877032,0.883950699,5.90951661,-6.042399905,24.54268727,46.51808537,0.436170213,0.166666667,0.291962175
111,10,20080924231334.plt,walk,180,198,300.0793946,1.50208035,4.277303358,0.690196717,1.374333648,2.328441006,0.003491494,0.876717948,3.00685253,-2.564884456,31.00776471,26.18456134,0.011111111,0,0.194444444
112,10,20080925104204.plt,car,661,1128,4967.984972,6.553377249,23.36413595,5.487661135,6.236260277,14.45760686,0.025667979,1.60298765,12.27996271,-12.02948711,21.17444843,41.42796368,0.205748865,0.275340393,0.281391831
113,10,20080925104204.plt,car,162,179,1435.659353,7.950054816,15.14338972,3.781816375,8.34870501,12.89921465,0.005902051,1.340986826,4.346068431,-3.589705642,9.182477342,12.73857835,0.00617284,0.339506173,0.407407407
114,10,20080925233430.plt,car,1018,1820,4068.863683,3.386210509,16.94439606,4.325593472,1.445534046,10.83267018,0.019066507,0.921439405,8.967837288,-7.399978897,19.96285164,36.99247596,0.36935167,0.117878193,0.281925344
115,10,20080925233430.plt,walk,186,205,337.4886215,1.639618748,3.452565258,0.428082783,1.569511977,2.144513128,0.009156268,0.458648594,1.402090857,-2.000054105,24.02243898,21.06027025,0.005376344,0,0.182795699
116,10,20080926105402.plt,walk,60,66,139.426931,2.135505925,9.727146491,1.557738736,1.824734411,3.122424611,0.049454765,1.431845231,7.770327309,-3.772852997,24.92788256,30.25007314,0.066666667,0,0.416666667
117,10,20080926105402.plt,car,551,895,5123.656221,8.237722909,21.13134449,5.563645305,8.905814385,15.70654252,0.037129168,1.494977114,13.58021572,-9.094165155,15.51328847,34.65425239,0.161524501,0.411978221,0.274047187
118,10,20080926105402.plt,walk,202,267,385.7615433,1.635349155,11.29889384,1.450187961,1.26516319,3.02264016,0.029263089,1.624221815,9.090753806,-10.03373111,41.22770568,46.20774839,0.138613861,0.004950495,0.252475248
119,10,20080926105402.plt,car,510,566,4088.905557,7.209946874,14.36858713,3.781248831,8.04335595,11.53649101,0.007492303,0.724523024,3.213045433,-4.574170918,10.49214641,26.49973805,0.084313725,0.28627451,0.364705882
120,10,20080926105402.plt,walk,199,220,281.4815358,1.28118953,2.865655615,0.543840728,1.293715912,1.90592292,0.002862975,0.617699399,1.959867026,-1.949465738,29.62010967,25.60643596,0.060301508,0,0.075376884
121,10,20080926234138.plt,car,1238,1677,9829.988934,7.088733786,18.26359416,4.743260458,6.798423532,13.85614001,0.013767426,0.949126549,9.563471435,-9.677108087,8.973294576,20.95176837,0.109854604,0.290791599,0.419224556
122,10,20080926234138.plt,walk,182,201,365.5738098,1.784989898,5.374974994,0.770024233,1.712847755,2.696190449,0.007533655,0.915839318,3.190651321,-3.887099905,25.87159287,26.05505132,0.016483516,0,0.274725275
123,10,20080927114213.plt,car,2372,2836,20767.75641,7.805173042,53.43112881,5.854088747,6.349855137,17.50978102,0.002422816,1.723301067,25.25442542,-52.55066735,9.875471116,25.63711691,0.058600337,0.290472175,0.457841484
124,10,20080927114213.plt,walk,100,217,251.4878956,1.726137096,4.256991465,0.793517807,1.579700226,2.608309496,0.01447655,0.72983785,3.813985042,-1.808346863,25.27654032,28.62186289,0.02,0,0.27
